alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1738282329.2954,transparent,1159.3257250596,1738012719.433,"AS56041 China Mobile communications corporation",CMNET-Zhejiang-AP,Ningbo,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",29.8797,121.5513,true,"China Mobile",false,Zhejiang,success,Asia/Shanghai,,1738012721,1738299490.1401,5911,http,http://39.185.50.193:5911,false,832.80611038208,3996,134,96.755447941889,39.185.50.193
true,1738298094.5102,elite,3343.5990527833,1710545864.1563,"AS57286 GIGAS HOSTING S.A.",ASGIGAS,Alcobendas,Europe,EU,Spain,ES,,true,"Gigas Hosting SL",40.525,-3.65578,false,"Gigas Hosting S.L.",true,Madrid,success,Europe/Madrid,28108,1737932856,1738299490.0081,80,http,http://195.114.209.50:80,false,1008.4693431854,261101,186624,58.317270646044,195.114.209.50
true,1738299433.4229,elite,3990.831445816,1738262169.3766,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Guangzhou,Asia,AS,China,CN,,false,Chinanet,23.1317,113.266,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,510000,1738264931,1738299489.8865,2324,http,http://59.39.224.210:2324,false,1802.3309707642,172,325,34.607645875252,59.39.224.210
true,1738299489.5018,elite,4172.0971974913,1710540184.6483,"AS7018 AT&T Services, Inc.",ATT-INTERNET4,"New Orleans","North America",NA,"United States",US,,false,"AT&T Services, Inc.",29.9607,-90.0754,false,"CFWN Pool ATTCT-NMPL13",false,Louisiana,success,America/Chicago,70152,1737971998,1738299489.5018,4145,socks4,socks4://12.89.124.138:4145,true,3669.7974205017,6694,223317,2.9102955945585,12.89.124.138
true,1738299383.4924,elite,616.46705640482,1710633922.6358,"AS61098 Akenes SA",exoscale,Zurich,Europe,EU,Switzerland,CH,,true,"Akenes SA",47.3643,8.5437,false,Exoscale,true,Zurich,success,Europe/Zurich,8017,1737979929,1738299489.4675,3128,http,http://91.92.155.207:3128,false,3533.2403182983,145863,258140,36.104434868058,91.92.155.207
true,1738299489.4257,elite,3238.1378872818,1697032231.9881,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1091,-84.6082,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45238,1738111122,1738299489.4257,31034,socks4,socks4://72.49.49.11:31034,true,5804.0759563446,129844,207926,38.441543061847,72.49.49.11
true,1738285035.6892,transparent,1437.7458527727,1738027053.724,"AS56041 China Mobile communications corporation",CMNET-Zhejiang-AP,Hangzhou,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",30.2656,120.154,true,"China Mobile",false,Zhejiang,success,Asia/Shanghai,310000,1738027055,1738299489.3547,5911,http,http://39.173.6.193:5911,false,1005.1238536835,3470,453,88.452714759113,39.173.6.193
true,1738298916.4808,elite,2577.1444694242,1720468517.3276,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",true,"New Jersey",success,America/New_York,07014,1737964892,1738299489.2528,80,http,http://159.65.245.255:80,false,1776.8161296844,103006,94751,52.087157471038,159.65.245.255
true,1738298947.8519,elite,1130.1271929185,1738236651.4387,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Foshan,Asia,AS,China,CN,,false,Chinanet,23.0219,113.122,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,528000,1738236653,1738299489.2396,9091,http,http://218.13.39.150:9091,false,851.94635391235,868,43,95.279912184413,218.13.39.150
true,1738299204.3975,elite,1837.5546795981,1737911311.3028,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,Taipei,Asia,AS,Taiwan,TW,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",25.0566,121.5054,false,"Ucloud Information Technology (hk) Limited",false,"Taipei City",success,Asia/Taipei,,1737911313,1738299489.0325,60080,http,http://152.32.165.84:60080,false,594.26784515381,35,2565,1.3461538461538,152.32.165.84
true,1738299489.029,elite,249.75631702375,1710559708.3421,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1797,24.9344,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00201,1737946967,1738299489.029,80,http,http://135.181.154.225:80,false,282.58180618286,387333,63039,86.002904265807,135.181.154.225
true,1738298845.8936,elite,2349.6074676514,1736895586.912,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738157273,1738299488.8235,9407,http,http://67.43.236.21:9407,false,998.19827079773,94,9644,0.96529061408914,67.43.236.21
true,1738299488.6924,elite,5395.4305015198,1734076521.464,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5794,126.9754,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1737708187,1738299488.6924,9020,http,http://8.220.205.172:9020,false,2479.7160625458,365,45846,0.78985522927442,8.220.205.172
true,1738299477.8252,elite,942.96216272045,1720547842.1104,"AS199524 G-Core Labs S.A.",GCORE,Dubai,Asia,AS,"United Arab Emirates",AE,,true,"G-Core Labs S.A.",25.0734,55.2979,true,GCL,false,Dubai,success,Asia/Dubai,,1738260467,1738299488.5042,80,http,http://109.61.42.223:80,false,738.66248130798,144221,78910,64.635124657712,109.61.42.223
true,1738299304.2979,elite,1923.6495768311,1737969454.5537,"AS58519 Cloud Computing Corporation",CHINATELECOM-Ctcloud,Lipu,Asia,AS,China,CN,,true,"Cloud Computing Corporation",29.1416,119.789,false,"Chinanet ZJ",false,Zhejiang,success,Asia/Shanghai,,1737969469,1738299488.3783,12798,http,http://36.111.142.2:12798,false,1333.4362506866,4612,159,96.667365332215,36.111.142.2
true,1738299386.7979,elite,6653.8376064796,1734884341.837,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,"Hetzner Online GmbH",true,Saxony,success,Europe/Berlin,08223,1737908656,1738299488.3677,80,http,http://116.203.253.63:80,false,3265.1879787445,1501,36960,3.9026546371649,116.203.253.63
true,1738299487.9739,elite,5316.9455057645,1731235007.7446,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5794,126.9754,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1737892455,1738299487.9739,11,http,http://8.220.205.172:11,false,2466.9427871704,614,76620,0.7949866639045,8.220.205.172
true,1738299487.8269,elite,2456.0651693923,1697035382.8529,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2681,-79.9404,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1738202056,1738299487.8269,4145,socks4,socks4://184.178.172.11:4145,true,775.23708343506,102902,219064,31.960517570178,184.178.172.11
true,1738299487.826,elite,9193.1635957015,1731596135.958,"AS16509 Amazon.com, Inc.",AMAZON-02,Madrid,Europe,EU,Spain,ES,,true,"Amazon.com, Inc.",40.4168,-3.70379,false,"Amazon Technologies Inc",false,Madrid,success,Europe/Madrid,28070,1738248060,1738299487.826,63492,socks4,socks4://51.93.219.0:63492,true,787.31465339661,95,17633,0.53587545126354,51.93.219.0
true,1738299487.2628,elite,2890.5891013145,1731167450.0979,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.502,116.6583,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1737825331,1738299487.2628,8089,http,http://27.189.131.43:8089,false,1051.5468120575,700,64522,1.0732574898041,27.189.131.43
true,1738299487.0972,transparent,7517.2135541487,1710540135.3316,"AS263693 WICORP SA","WICORP SA",Rosario,"South America",SA,Argentina,AR,,false,"WICORP SA",-33.0156,-60.6158,false,"WICORP SA",true,"Santa Fe",success,America/Argentina/Cordoba,2124,1737980171,1738299487.0972,8190,http,http://138.121.161.86:8190,false,6436.9943141937,37052,409314,8.3008114417317,138.121.161.86
true,1738299377.4745,elite,4657.0399423833,1737663370.9867,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0184,105.8461,false,VIETEL,false,Hanoi,success,Asia/Bangkok,100000,1738268199,1738299487.0853,10019,http,http://171.237.237.218:10019,false,1615.4954433441,2530,6741,27.289397044548,171.237.237.218
true,1738299404.8332,transparent,2016.55198725,1738164889.6764,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Tokyo,Asia,AS,Japan,JP,,true,"Akamai Technologies, Inc.",35.6893,139.6899,false,"Akamai Technologies, Inc.",false,Tokyo,success,Asia/Tokyo,151-0053,1738165458,1738299486.7487,3128,http,http://172.237.27.203:3128,false,2581.4714431763,1191,740,61.677887105127,172.237.27.203
true,1738299486.7244,elite,2328.4885414103,1737821923.1562,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shanghai,Asia,AS,China,CN,,false,Chinanet,31.2222,121.4581,false,"Chinanet SC",false,Shanghai,success,Asia/Shanghai,,1737832988,1738299486.7244,2324,http,http://118.113.244.114:2324,false,1040.7483577728,188,3438,5.184776613348,118.113.244.114
true,1738299486.6952,elite,916.92155724393,1730482221.1363,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Shanghai,Asia,AS,China,CN,,true,"Alibaba (US) Technology Co",31.2222,121.4581,false,"Aliyun Computing Co., LTD",true,Shanghai,success,Asia/Shanghai,,1737740859,1738299486.6952,8091,http,http://47.102.185.210:8091,false,851.73296928406,3391,104658,3.1383909152329,47.102.185.210
true,1738299388.7622,transparent,1758.8888577053,1738295588.0467,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,true,"Alibaba.com Singapore E-Commerce Private Limited",-6.2114,106.8446,false,,false,Jakarta,success,Asia/Jakarta,11730,1738296016,1738299486.3455,3128,http,http://149.129.194.142:3128,false,608.48116874695,7,46,13.207547169811,149.129.194.142
true,1738299397.0072,elite,4907.7151232407,1738238169.2809,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Chongqing,Asia,AS,China,CN,,false,Chinanet,29.5657,106.551,false,"Chinanet CQ",false,Chongqing,success,Asia/Shanghai,,1738238172,1738299486.3316,22222,http,http://183.66.135.142:22222,false,927.51741409302,238,649,26.832018038331,183.66.135.142
true,1738298686.6478,elite,1082.6157239767,1738112910.2056,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738298688,1738299486.1239,28957,http,http://67.43.227.228:28957,false,2140.1908397675,13,484,2.6156941649899,67.43.227.228
true,1738294830.3972,transparent,745.9926923927,1738162774.4077,"AS269806 PEREZ TITO JULIO CESAR(FASTNETT)","PEREZ TITO JULIO CESARFASTNETT",Quito,"South America",SA,Ecuador,EC,,false,"Perez Tito Julio Cesar",-0.2309,-78.5211,false,"Perez Tito Julio Cesar",false,Pichincha,success,America/Guayaquil,,1738162775,1738299486.1092,3128,http,http://45.186.6.104:3128,false,594.01822090149,1960,7,99.644128113879,45.186.6.104
true,1738299269.5013,elite,1308.7970415751,1738258125.2304,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738299271,1738299486.0481,7971,http,http://67.43.236.18:7971,false,2252.2225379944,3,172,1.7142857142857,67.43.236.18
true,1738299485.5521,elite,937.31001093466,1737989904.3731,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Ningbo,Asia,AS,China,CN,,false,Chinanet,29.9302,121.561,false,,false,Zhejiang,success,Asia/Shanghai,315000,1737990473,1738299485.5521,881,http,http://60.190.34.62:881,false,919.57640647888,3022,1441,67.712301142729,60.190.34.62
true,1738298798.0314,elite,2471.6225856265,1710543127.0076,"AS263812 SONDATECH S.A.S.","SONDATECH S.A.S.",Córdoba,"South America",SA,Argentina,AR,"Nueva Córdoba",false,"Sondatech S.A.S.",-31.4286,-64.1849,false,"IPXON Networks Argentina - Cordoba",true,Cordoba,success,America/Argentina/Cordoba,5000,1737932813,1738299485.4559,80,http,http://190.103.177.131:80,false,970.85428237915,317729,134286,70.291693859717,190.103.177.131
true,1738282190.6349,elite,1751.3221053176,1738243109.917,"AS55990 Huawei Cloud Service data center",HWCSNET,Beijing,Asia,AS,China,CN,,true,"Huawei Cloud Service data center",39.9042,116.4073,false,"Huawei Cloud Service",false,Beijing,success,Asia/Shanghai,,1738243111,1738299485.3715,9200,http,http://123.60.217.188:9200,false,961.341381073,783,34,95.838433292534,123.60.217.188
true,1738298984.6726,elite,1476.3317642063,1710699736.6903,"AS17621 China Unicom Shanghai network",CNCGROUP-SH,Shanghai,Asia,AS,China,CN,,false,"China Unicom CncNet",31.2304,121.474,false,,true,Shanghai,success,Asia/Shanghai,200000,1737980124,1738299485.2592,9002,http,http://220.248.70.237:9002,false,833.3466053009,399839,48158,89.250374444472,220.248.70.237
true,1738299484.6173,elite,6602.0270358393,1712387666.4481,"AS134941 INSTANT CABLE NETWORK PVT LTD",ICN-AS,Gurugram,Asia,AS,India,IN,"Chander Nagar",false,"Instant Cable Network PVT LTD",28.464,77.0491,false,"Instant Cable Network PVT LTD",false,Haryana,success,Asia/Kolkata,122001,1737874046,1738299484.6173,4145,socks4,socks4://103.12.246.173:4145,true,7938.8113021851,1944,161134,1.1920675995536,103.12.246.173
true,1738298912.1765,elite,2679.1986051456,1734362275.5786,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738136215,1738299484.5566,11739,http,http://67.43.236.21:11739,false,3549.042224884,129,22595,0.56768174617145,67.43.236.21
true,1738299337.6678,transparent,5611.8173599243,1738252336.8747,"AS14593 Space Exploration Technologies Corporation",SPACEX-STARLINK,Berlin,Europe,EU,Germany,DE,,false,"SpaceX Starlink",52.52,13.4049,true,,false,"Land Berlin",success,Europe/Berlin,,1738252952,1738299484.5372,8080,http,http://217.142.17.102:8080,false,2449.9056339264,125,552,18.463810930576,217.142.17.102
true,1738299484.3721,elite,6064.9081813812,1736473496.191,"AS16276 OVH SAS",OVH,Beauharnois,"North America",NA,Canada,CA,,true,"OVH SAS",45.3147,-73.8785,false,"OVH Hosting, Inc.",true,Quebec,success,America/Toronto,J6N,1737735215,1738299484.3721,51184,socks4,socks4://51.79.51.174:51184,true,7613.7299537659,2502,26193,8.7192890747517,51.79.51.174
true,1738299484.3132,elite,4185.2647482864,1720482174.0773,"AS42337 Respina Networks & Beyond PJSC",RESPINA-AS,Tehran,Asia,AS,Iran,IR,,false,"Respina Networks & Beyond PJSC",35.7219,51.3347,false,"Respina Networks",true,Tehran,success,Asia/Tehran,,1738116589,1738299484.3132,3629,socks4,socks4://81.12.104.36:3629,true,7595.2913761139,246,50961,0.48040306989279,81.12.104.36
true,1738298518.305,elite,429.05158882814,1709241543.1911,"AS136395 Mahfujul Haque t/a Expert Online",EXPERT-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Gulshan,false,"Mahfujul Haque t/a Expert Online",23.7809,90.4235,false,,true,"Dhaka Division",success,Asia/Dhaka,1212,1737746341,1738299483.8413,80,http,http://103.86.109.38:80,false,366.45889282227,272654,185766,59.47689891366,103.86.109.38
true,1738299377.5729,elite,911.40600613185,1738061220.5025,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Zhenjiang,Asia,AS,China,CN,,false,Chinanet,32.2147,119.4544,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,,1738096332,1738299483.0023,2324,http,http://49.70.190.213:2324,false,840.62361717224,42,2214,1.8617021276596,49.70.190.213
true,1738299482.9666,transparent,7106.8627192332,1736981249.2309,"AS263238 Eliana Vanessa Morocho Oña","Eliana Vanessa Morocho Ona",Quito,"South America",SA,Ecuador,EC,,false,"Eliana Vanessa Morocho Oña",-0.2309,-78.5211,false,"Eliana Vanessa Morocho Oña",true,Pichincha,success,America/Guayaquil,,1738191519,1738299482.9666,999,http,http://45.173.228.148:999,false,7382.8568458557,2001,17221,10.409946935803,45.173.228.148
true,1738299274.3904,elite,3297.4213578484,1738297781.6198,"AS134771 WENZHOU, ZHEJIANG Province, P.R.China.",CHINATELECOM-ZHEJIANG-WENZHOU-IDC,Wenzhou,Asia,AS,China,CN,,false,"China Telecom",27.9949,120.699,false,"Jinhua zhaoxu Internet Co., ltd",false,Zhejiang,success,Asia/Shanghai,325000,1738297789,1738299482.825,53319,http,http://122.228.252.21:53319,false,1735.1684570312,22,3,88,122.228.252.21
true,1738299482.6289,elite,2443.2440655572,1738112591.3171,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738112593,1738299482.6289,6979,http,http://72.10.160.90:6979,false,1280.4069519043,14,1443,0.96087851750172,72.10.160.90
true,1738299371.4372,transparent,6502.0825325497,1738157234.3566,"AS28435 JAVIER TAMAYO GARCIA","JAVIER TAMAYO GARCIA",Comalcalco,"North America",NA,Mexico,MX,,false,"Javier Tamayo Garcia",18.393,-93.3488,false,"Javier Tamayo Garcia",false,Tabasco,success,America/Mexico_City,86640,1738158473,1738299482.614,8080,http,http://45.189.151.243:8080,false,5593.7311649323,315,1715,15.51724137931,45.189.151.243
true,1738293027.2995,anonymous,1222.099522464,1722005672.3679,"AS4788 TM TECHNOLOGY SERVICES SDN. BHD.",TTSSB-MY,"Kuala Lumpur",Asia,AS,Malaysia,MY,,false,"ADSL Streamyx Telekom Malaysia",3.11613,101.665,false,,true,"Kuala Lumpur",success,Asia/Kuala_Lumpur,59200,1738166513,1738299482.5772,80,http,http://219.93.101.60:80,false,570.15109062195,60454,9190,86.804319108609,219.93.101.60
true,1738298503.804,elite,1199.3063790581,1710702235.6976,"AS33182 HostDime.com, Inc.",DIMENOC,"Winter Park","North America",NA,"United States",US,,true,"HostDime.com, Inc.",28.5978,-81.3024,false,"HostDime.com, Inc.",true,Florida,success,America/New_York,32792,1737979885,1738299482.5488,80,http,http://198.49.68.80:80,false,312.42823600769,378197,69254,84.522551072631,198.49.68.80
true,1738299445.3583,elite,1632.4702323168,1738089998.3065,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,false,Chinanet,30.6667,104.0667,false,"Chinanet SC",false,Sichuan,success,Asia/Shanghai,,1738106853,1738299482.1935,2324,http,http://118.113.246.131:2324,false,1010.2081298828,87,1872,4.4410413476263,118.113.246.131
true,1738299222.882,elite,1770.3304083451,1737056493.3476,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1737740974,1738299482.0203,25771,http,http://72.10.160.90:25771,false,1046.8688011169,23,7107,0.32258064516129,72.10.160.90
true,1738299481.9668,elite,1011.9428634644,1738155508.5604,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738299485,1738299481.9668,3603,http,http://67.43.228.250:3603,false,1011.9428634644,1,447,0.22321428571429,67.43.228.250
true,1738299481.8199,transparent,5964.691616542,1737740831.9008,"AS138109 PT. Rasi Bintang Perkasa",RASIBINTANG-AS-ID,Banjarnegara,Asia,AS,Indonesia,ID,,false,"PT. Rasi Bintang Perkasa",-7.3925,109.6823,false,Rasibintang,false,"Central Java",success,Asia/Jakarta,53475,1737740833,1738299481.8199,8081,http,http://103.126.87.144:8081,false,3043.8494682312,1128,7042,13.806609547124,103.126.87.144
true,1738299475.2871,elite,4434.0722030183,1738247509.2834,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0278,105.834,false,"Viettel Group",false,Hanoi,success,Asia/Bangkok,,1738247511,1738299481.7372,10005,http,http://116.105.59.213:10005,false,3219.3303108215,301,454,39.867549668874,116.105.59.213
true,1738299481.7164,elite,3298.5242865551,1734617761.8079,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738282806,1738299481.7164,9817,http,http://72.10.160.170:9817,false,1002.5506019592,87,21504,0.4029456718077,72.10.160.170
true,1738299481.6218,elite,948.69983364141,1697000863.6481,"AS46562 Performive LLC",PERFORMIVE,Syracuse,"North America",NA,"United States",US,,true,PacketExchange,43.0481,-76.0639,false,"I Am Responding",true,"New York",success,America/New_York,13214,1737984223,1738299481.6218,4145,socks4,socks4://72.37.217.3:4145,true,838.15002441406,130316,232179,35.949737237755,72.37.217.3
true,1738297236.9413,elite,1600.3624120597,1738240265.5862,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0278,105.834,false,,false,Hanoi,success,Asia/Bangkok,,1738240091,1738299481.4471,8080,http,http://203.210.169.34:8080,false,634.60493087769,848,12,98.604651162791,203.210.169.34
true,1738299358.0561,elite,2705.2486606533,1736061524.0879,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Wuxi,Asia,AS,China,CN,,false,Chinanet,31.491,120.312,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,214000,1737882916,1738299481.4275,8089,http,http://114.223.54.61:8089,false,11131.733894348,467,22288,2.0522961986377,114.223.54.61
true,1738299481.3415,elite,3092.8852327597,1711184557.3874,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738056298,1738299481.3415,3649,http,http://67.43.228.251:3649,false,9753.7467479706,1635,201882,0.80337269122481,67.43.228.251
